Customer Group,Customer,Address,Warehouse,Order Date,Due Date,Days Til Due,Order Number,Ln,Cust Ref,Product,Description,Ordered Qty,Ordered $AUD,Sales Price,Qty In Despatch,Qty Despatched,Invoiced Qty,Outstanding Qty,Outstanding $AUD
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-11-30 00:00:00,2025-12-08 00:00:00,-13,227260  ,11,254507 MYUNA        ,SM5H501610104G ,100x100x5000x1600x5.6 4mm Galv IMG5H4-44-5016-WLC,480,21720,45.25,0,0,0,480,21720
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-11-30 00:00:00,2025-12-08 00:00:00,-13,227260  ,12,254507 MYUNA        ,SM5H501610104G ,100x100x5000x1600x5.6 4mm Galv IMG5H4-44-5016-WLC,480,21720,45.25,0,0,0,480,21720
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-11-30 00:00:00,2025-12-08 00:00:00,-13,227260  ,13,254507 MYUNA        ,SM5H501610104G ,100x100x5000x1600x5.6 4mm Galv IMG5H4-44-5016-WLC,480,21720,45.25,0,0,0,480,21720
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-11-30 00:00:00,2025-12-08 00:00:00,-13,227260  ,14,254507 MYUNA        ,SM5H501610104G ,100x100x5000x1600x5.6 4mm Galv IMG5H4-44-5016-WLC,240,10860,45.25,0,0,0,240,10860
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-01 00:00:00,2025-12-09 00:00:00,-12,227310  ,1,254522 TOMINGLEY FIS,CCP48241010056G,Mine Mesh 4800X2400mm 100x100mm Apt 5.6mm wire Galv IMG5H-44-4824,500,48335,96.67,0,0,0,500,48335
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M1,2025-12-01 00:00:00,2025-12-02 00:00:00,-19,227311  ,2,254532 GSM          ,MS45241010056G ,"MESH SEISMIC 4.5MX2.4M, 100X100MM APT 5.6MM GAL IMG5H-44-4524-SM",400,50368,125.92,0,0,0,400,50368
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-02 00:00:00,2025-10-10 00:00:00,-72,227361  ,1,254558 MOOLARBEN FIS,SMB5113515105S ,MESH ROOF 5.10MX1.35M 150X100 APT 5.0MM WIRE SLG IMB5-64-5113-JMOL,396,22445.28,56.68,0,0,0,396,22445.28
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-02 00:00:00,2025-10-10 00:00:00,-72,227361  ,2,254558 MOOLARBEN FIS,SMB5113515105S ,MESH ROOF 5.10MX1.35M 150X100 APT 5.0MM WIRE SLG IMB5-64-5113-JMOL,396,22445.28,56.68,0,0,0,396,22445.28
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-02 00:00:00,2025-10-10 00:00:00,-72,227361  ,3,254558 MOOLARBEN FIS,SMB5113515105S ,MESH ROOF 5.10MX1.35M 150X100 APT 5.0MM WIRE SLG IMB5-64-5113-JMOL,396,22445.28,56.68,0,0,0,396,22445.28
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-02 00:00:00,2025-10-10 00:00:00,-72,227361  ,4,254558 MOOLARBEN FIS,SMB5113515105S ,MESH ROOF 5.10MX1.35M 150X100 APT 5.0MM WIRE SLG IMB5-64-5113-JMOL,396,22445.28,56.68,0,0,0,396,22445.28
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M1,2025-12-09 00:00:00,2025-12-10 00:00:00,-11,227602  ,4,254718 MT CHARLOTTE ,CCP42241010056G,MESH MINE 4.2MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4224,150,10185,67.9,0,0,0,150,10185
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M1,2025-12-09 00:00:00,2025-12-10 00:00:00,-11,227604  ,1,254720 GSM          ,CCP50241010056G,Mine Mesh 5000mm long IMG5H-44-5024,400,36720,91.8,0,0,0,400,36720
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M1,2025-12-09 00:00:00,2025-12-10 00:00:00,-11,227604  ,2,254720 GSM          ,CCP50241010056G,Mine Mesh 5000mm long IMG5H-44-5024,400,36720,91.8,0,0,0,400,36720
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M3,2025-12-09 00:00:00,2025-12-17 00:00:00,-4,227610  ,1,254733 BROKEN HILL  ,SMF4524101005  ,MESH Mine 4.5M X 2.4M 100X100 APT 5.0MM WIRE ,650,45240,69.6,0,0,0,650,45240
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M1,2025-12-09 00:00:00,2025-12-24 00:00:00,3,227612  ,2,254735 KANOWNA BELLE,CCP42241010056G,MESH MINE 4.2MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4224,500,33950,67.9,0,0,0,500,33950
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-10 00:00:00,2025-12-17 00:00:00,-4,227618  ,1,254736 MYUNA        ,SM5H501610104G ,100x100x5000x1600x5.6 4mm Galv IMG5H4-44-5016-WLC,480,21720,45.25,0,0,0,480,21720
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M1,2025-12-10 00:00:00,2025-12-24 00:00:00,3,227619  ,2,254738 MT CHARLOTTE ,CCP42241010056G,MESH MINE 4.2MX2.4M 100X100 APT 5.6MM WIRE - GAL IMG5H-44-4224,550,37345,67.9,0,0,0,550,37345
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-11 00:00:00,2025-12-18 00:00:00,-3,227659  ,2,254763 ASHTON FIS   ,SMF24151010034G,MESH RIB 2.40MX1.50M 100X100 APT 3.0/4.0MM WIRE -G IMG34-44-2415-JAS,50,902,18.04,0,0,0,50,902
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-14 00:00:00,2026-01-16 00:00:00,26,227712  ,1,254799 CARBOROUGH   ,SMF251803GCD   ,RIB MESH 2.5X1.8M 100X100MM APT & 3.15MM GAL WIRE ,3000,33750,11.25,0,0,0,3000,33750
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-14 00:00:00,2026-01-16 00:00:00,26,227713  ,1,254800 CARBOROUGH   ,SMF251803GCD   ,RIB MESH 2.5X1.8M 100X100MM APT & 3.15MM GAL WIRE ,3000,33750,11.25,0,0,0,3000,33750
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-14 00:00:00,2026-01-05 00:00:00,15,227716  ,1,254809 TOMINGLEY    ,CCP48241010056G,Mine Mesh 4800X2400mm 100x100mm Apt 5.6mm wire Galv IMG5H-44-4824,500,48335,96.67,0,0,0,500,48335
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-14 00:00:00,2026-01-05 00:00:00,15,227716  ,2,254809 TOMINGLEY    ,CCP4824101005  ,Mine Mesh 4.8 M x 2.4M 100 x 100 Apt 5mm Wire -Blk IMB5-44-4824,500,32710,65.42,0,0,0,500,32710
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-15 00:00:00,2025-12-22 00:00:00,1,227745  ,2,254834 NARRABRI     ,CC5014101005   ,MESH ROOF 5.00MX1.35M 100X100 APT 5.0MM WIRE IMB5-44-5014-JNA,33,2066.46,62.62,0,0,0,33,2066.46
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-15 00:00:00,2025-12-19 00:00:00,-2,227746  ,1,254813 ENSHAM       ,SMB5112151504  ,150x150x5100x1150x4x5 - DEN2 IMB45-66-5111-DEN2,720,23256,32.3,0,0,0,720,23256
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-15 00:00:00,2025-12-19 00:00:00,-2,227746  ,2,254813 ENSHAM       ,SMB5112151504  ,150x150x5100x1150x4x5 - DEN2 IMB45-66-5111-DEN2,540,17442,32.3,0,0,0,540,17442
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-15 00:00:00,2025-12-19 00:00:00,-2,227746  ,3,254813 ENSHAM       ,SMB5118151505  ,150x150x5100x1700x4x5 IMB45-66-5117-DEN,540,26071.2,48.28,0,0,0,540,26071.2
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-15 00:00:00,2025-12-19 00:00:00,-2,227746  ,4,254813 ENSHAM       ,SMB5118151505  ,150x150x5100x1700x4x5 IMB45-66-5117-DEN,540,26071.2,48.28,0,0,0,540,26071.2
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-16 00:00:00,2026-02-01 00:00:00,42,227818  ,1,254853 CARBORUGH    ,SMB561604GCD   ,MESH ROOF 5.6MX1.6M 100X100 APT 4.0MM&5.0MM WIRE MM0207,2000,83220,41.61,0,0,0,2000,83220
INTER-COMPANY (3-_IC),JENNMAR AUSTRALIA PTY LTD (MC0068),JENNMAR AUSTRALIA PTY LTD (INVOICE),M2,2025-12-16 00:00:00,2026-04-01 00:00:00,101,227820  ,1,254854 CARBORUGH    ,SMB561604GCD   ,MESH ROOF 5.6MX1.6M 100X100 APT 4.0MM&5.0MM WIRE MM0207,2000,83220,41.61,0,0,0,2000,83220
LEMPRET WIRE & SELANTS (3-LEMPRE),LEMPRET WIRE & SELANTS (MC0070),LEMPRET WIRE & SELANTS (INVOICE),M2,2025-10-12 00:00:00,2025-10-14 00:00:00,-68,225607  ,2,WE91138             ,SMF24120507504G,50x75x2400x1200x4mm Ind Mesh IMG4-23-2412,50,1199.5,23.99,0,0,0,50,1199.5
LOCKER (3-LOCKER),LOCKER GROUP PTY LTD (MC0072),LOCKER GROUP PTY LTD (INVOICE),M1,2025-12-17 00:00:00,2025-12-18 00:00:00,-3,227848  ,1,PA190280            ,SMF30240505004G,50x50x3000x2400x4mm Weld Mesh IMG4-22-3024,50,3151,63.02,0,0,0,50,3151
MACKENZIES HOME TIMBER & HARDW (3-MACK),MACKENZIES HOME TIMBER & HARDWARE (MC0074),MACKENZIES HOME TIMBER & HARDWARE (INVOICE),M2,2025-11-09 00:00:00,2025-11-10 00:00:00,-41,226568  ,3,27101               ,SMF24120507504G,50x75x2400x1200x4mm Ind Mesh IMG4-23-2412,15,404.85,26.99,0,0,0,15,404.85
MADDINGTON CONCRETE PRODUCTS (3-MADDON),MADDINGTON CONCRETE PRODUCTS (MC0075),MADDINGTON CONCRETE PRODUCTS (INVOICE),M1,2025-06-26 00:00:00,2025-08-29 00:00:00,-114,222083  ,2,PO29819             ,CW500L6.3      ,6.3mm Bright Wire In Coils R500L6.3-Coils,6,10732.2,1788.7,0,0,0,6,10732.2
MADDINGTON CONCRETE PRODUCTS (3-MADDON),MADDINGTON CONCRETE PRODUCTS (MC0075),MADDINGTON CONCRETE PRODUCTS (INVOICE),M1,2025-09-21 00:00:00,2025-09-29 00:00:00,-83,224949  ,3,PO30345             ,CW500L5        ,5.0mm Bright Wire In Coils R500L5.0-Coils,8,11840,1480,0,0,0,8,11840
MADDINGTON CONCRETE PRODUCTS (3-MADDON),MADDINGTON CONCRETE PRODUCTS (MC0075),MADDINGTON CONCRETE PRODUCTS (INVOICE),M1,2025-12-02 00:00:00,2025-12-05 00:00:00,-16,227366  ,1,PO30690             ,CW500L5        ,5.0mm Bright Wire In Coils R500L5.0-Coils,10,14600,1460,0,0,0,10,14600
MGALV (3-MGALV),MGALV (MC0081),MGALV (INVOICE),M1,2025-12-17 00:00:00,2026-01-05 00:00:00,15,227850  ,1,POMGV5976           ,TIE3.15X2.3MM  ,Tie Wire 3.15mmx2.3m Lenght Tie-3.15mm-2.3m,5.5,8690,1580,0,0,0,5.5,8690
NORTHERN STAR (POGO) LLC (3-NSRPOG),NORTHERN STAR (POGO) LLC (MC0153),NORTHERN STAR (POGO) LLC (DEFAULT),MM,2025-07-11 00:00:00,2025-10-31 00:00:00,-51,222622  ,1,W50 2086626         ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,3300,236016,71.52,0,0,0,3300,236016
NORTHERN STAR (POGO) LLC (3-NSRPOG),NORTHERN STAR (POGO) LLC (MC0153),NORTHERN STAR (POGO) LLC (DEFAULT),MM,2025-07-11 00:00:00,2025-10-31 00:00:00,-51,222623  ,1,W50 2086627         ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,3300,236016,71.52,0,0,0,3300,236016
NORTHERN STAR (POGO) LLC (3-NSRPOG),NORTHERN STAR (POGO) LLC (MC0153),NORTHERN STAR (POGO) LLC (DEFAULT),MM,2025-07-11 00:00:00,2025-11-30 00:00:00,-21,222624  ,1,W50 2086628         ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,3300,236016,71.52,0,0,0,3300,236016
NORTHERN STAR (POGO) LLC (3-NSRPOG),NORTHERN STAR (POGO) LLC (MC0153),NORTHERN STAR (POGO) LLC (DEFAULT),MM,2025-07-11 00:00:00,2025-11-30 00:00:00,-21,222625  ,1,W50 2086629         ,CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,3300,236016,71.52,0,0,0,3300,236016
